,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_propensity_model__n_estimators,param_propensity_model__max_depth,param_propensity_model__learning_rate,param_propensity_model__l2_leaf_reg,param_outcome_model__n_estimators,param_outcome_model__max_depth,param_outcome_model__learning_rate,param_outcome_model__l2_leaf_reg,param_effect_model__random_strength,param_effect_model__n_estimators,param_effect_model__max_depth,param_effect_model__learning_rate,param_effect_model__l2_leaf_reg,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
84,31.973914464314777,0.6623112200434639,0.2277682622273763,0.031629840439661806,100,4,0.04,15.0,300,6,0.1,6.0,1.0,100,5,0.02,20.0,"{'propensity_model__n_estimators': 100, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.04, 'propensity_model__l2_leaf_reg': 15.0, 'outcome_model__n_estimators': 300, 'outcome_model__max_depth': 6, 'outcome_model__learning_rate': 0.1, 'outcome_model__l2_leaf_reg': 6.0, 'effect_model__random_strength': 1.0, 'effect_model__n_estimators': 100, 'effect_model__max_depth': 5, 'effect_model__learning_rate': 0.02, 'effect_model__l2_leaf_reg': 20.0}",0.04587142381763684,0.05473170731707318,0.04267583162390087,0.0477596542528703,0.005099679422258628,38
85,29.716324011484783,1.2889049793522802,0.21935057640075684,0.026719230143397388,150,5,0.04,15.0,250,5,0.05,1.0,1.5,150,6,0.02,5.0,"{'propensity_model__n_estimators': 150, 'propensity_model__max_depth': 5, 'propensity_model__learning_rate': 0.04, 'propensity_model__l2_leaf_reg': 15.0, 'outcome_model__n_estimators': 250, 'outcome_model__max_depth': 5, 'outcome_model__learning_rate': 0.05, 'outcome_model__l2_leaf_reg': 1.0, 'effect_model__random_strength': 1.5, 'effect_model__n_estimators': 150, 'effect_model__max_depth': 6, 'effect_model__learning_rate': 0.02, 'effect_model__l2_leaf_reg': 5.0}",0.043887305888781925,0.0522196853709154,0.041886157975237454,0.04599771641164493,0.004474805138443819,69
86,26.959923028945923,1.1691199861067694,0.18579530715942383,0.023396684110528386,50,4,0.01,20.0,250,7,0.04,9.0,1.5,150,6,0.03,20.0,"{'propensity_model__n_estimators': 50, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.01, 'propensity_model__l2_leaf_reg': 20.0, 'outcome_model__n_estimators': 250, 'outcome_model__max_depth': 7, 'outcome_model__learning_rate': 0.04, 'outcome_model__l2_leaf_reg': 9.0, 'effect_model__random_strength': 1.5, 'effect_model__n_estimators': 150, 'effect_model__max_depth': 6, 'effect_model__learning_rate': 0.03, 'effect_model__l2_leaf_reg': 20.0}",0.04531201275077093,0.05442820188479651,0.0377507579836828,0.04583032420641675,0.006818395160274837,70
87,10.50516708691915,0.32841533299867465,0.16271384557088217,0.04932375893097158,100,5,0.05,30.0,100,6,0.07,1.0,0.0,50,6,0.02,10.0,"{'propensity_model__n_estimators': 100, 'propensity_model__max_depth': 5, 'propensity_model__learning_rate': 0.05, 'propensity_model__l2_leaf_reg': 30.0, 'outcome_model__n_estimators': 100, 'outcome_model__max_depth': 6, 'outcome_model__learning_rate': 0.07, 'outcome_model__l2_leaf_reg': 1.0, 'effect_model__random_strength': 0.0, 'effect_model__n_estimators': 50, 'effect_model__max_depth': 6, 'effect_model__learning_rate': 0.02, 'effect_model__l2_leaf_reg': 10.0}",0.05046113589567605,0.05071626719319983,0.04434158937414137,0.04850633082100575,0.00294675827355718,21
88,30.152814785639446,0.3480764029276738,0.20344233512878418,0.01957254196970993,150,4,0.05,10.0,300,5,0.05,10.0,1.5,150,6,0.05,20.0,"{'propensity_model__n_estimators': 150, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.05, 'propensity_model__l2_leaf_reg': 10.0, 'outcome_model__n_estimators': 300, 'outcome_model__max_depth': 5, 'outcome_model__learning_rate': 0.05, 'outcome_model__l2_leaf_reg': 10.0, 'effect_model__random_strength': 1.5, 'effect_model__n_estimators': 150, 'effect_model__max_depth': 6, 'effect_model__learning_rate': 0.05, 'effect_model__l2_leaf_reg': 20.0}",0.04180954780155843,0.05322589744071907,0.0337092490532718,0.04291489809851643,0.008005882859041878,99
89,27.41858212153117,0.614136064854569,0.20879856745402017,0.01914796999593198,150,5,0.04,20.0,250,6,0.03,3.0,2.0,100,6,0.03,15.0,"{'propensity_model__n_estimators': 150, 'propensity_model__max_depth': 5, 'propensity_model__learning_rate': 0.04, 'propensity_model__l2_leaf_reg': 20.0, 'outcome_model__n_estimators': 250, 'outcome_model__max_depth': 6, 'outcome_model__learning_rate': 0.03, 'outcome_model__l2_leaf_reg': 3.0, 'effect_model__random_strength': 2.0, 'effect_model__n_estimators': 100, 'effect_model__max_depth': 6, 'effect_model__learning_rate': 0.03, 'effect_model__l2_leaf_reg': 15.0}",0.04234938824584994,0.05501176939485919,0.04324383518046747,0.0468683309403922,0.005769846978096875,54
90,24.20208255449931,1.9984640944604761,0.131223996480306,0.04712413770760954,50,4,0.03,15.0,200,8,0.07,6.0,1.5,50,5,0.01,15.0,"{'propensity_model__n_estimators': 50, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.03, 'propensity_model__l2_leaf_reg': 15.0, 'outcome_model__n_estimators': 200, 'outcome_model__max_depth': 8, 'outcome_model__learning_rate': 0.07, 'outcome_model__l2_leaf_reg': 6.0, 'effect_model__random_strength': 1.5, 'effect_model__n_estimators': 50, 'effect_model__max_depth': 5, 'effect_model__learning_rate': 0.01, 'effect_model__l2_leaf_reg': 15.0}",0.05031111387043591,0.05358026962259026,0.03674866761322715,0.046880017035417776,0.007287204570059892,53
91,11.351075569788614,0.5750318564141657,0.17446629206339517,0.0909487214441756,150,4,0.03,15.0,150,6,0.09000000000000001,4.0,1.5,50,4,0.05,5.0,"{'propensity_model__n_estimators': 150, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.03, 'propensity_model__l2_leaf_reg': 15.0, 'outcome_model__n_estimators': 150, 'outcome_model__max_depth': 6, 'outcome_model__learning_rate': 0.09000000000000001, 'outcome_model__l2_leaf_reg': 4.0, 'effect_model__random_strength': 1.5, 'effect_model__n_estimators': 50, 'effect_model__max_depth': 4, 'effect_model__learning_rate': 0.05, 'effect_model__l2_leaf_reg': 5.0}",0.04451168159378732,0.0515238566110858,0.04043975798344916,0.04549176539610742,0.0045778258152003246,76
92,19.66287835439046,0.28133937121502733,0.09976085027058919,0.020094351670960207,50,4,0.01,15.0,200,6,0.03,3.0,0.0,50,6,0.01,5.0,"{'propensity_model__n_estimators': 50, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.01, 'propensity_model__l2_leaf_reg': 15.0, 'outcome_model__n_estimators': 200, 'outcome_model__max_depth': 6, 'outcome_model__learning_rate': 0.03, 'outcome_model__l2_leaf_reg': 3.0, 'effect_model__random_strength': 0.0, 'effect_model__n_estimators': 50, 'effect_model__max_depth': 6, 'effect_model__learning_rate': 0.01, 'effect_model__l2_leaf_reg': 5.0}",0.052304726033539584,0.055245043293624535,0.03895996121007622,0.04883657684574678,0.007086231659990025,15
93,25.77289621035258,0.8769668569056749,0.23252089818318686,0.03510567611350556,150,4,0.03,15.0,200,6,0.08000000000000002,5.0,2.0,150,5,0.05,5.0,"{'propensity_model__n_estimators': 150, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.03, 'propensity_model__l2_leaf_reg': 15.0, 'outcome_model__n_estimators': 200, 'outcome_model__max_depth': 6, 'outcome_model__learning_rate': 0.08000000000000002, 'outcome_model__l2_leaf_reg': 5.0, 'effect_model__random_strength': 2.0, 'effect_model__n_estimators': 150, 'effect_model__max_depth': 5, 'effect_model__learning_rate': 0.05, 'effect_model__l2_leaf_reg': 5.0}",0.04212509504002862,0.0519807033765656,0.038167296317103305,0.044091031577899176,0.005808111196180823,90
94,40.13229783376058,1.1976853362593993,0.1661247412363688,0.05180450613794905,150,5,0.03,30.0,300,8,0.03,2.0,0.0,200,4,0.03,20.0,"{'propensity_model__n_estimators': 150, 'propensity_model__max_depth': 5, 'propensity_model__learning_rate': 0.03, 'propensity_model__l2_leaf_reg': 30.0, 'outcome_model__n_estimators': 300, 'outcome_model__max_depth': 8, 'outcome_model__learning_rate': 0.03, 'outcome_model__l2_leaf_reg': 2.0, 'effect_model__random_strength': 0.0, 'effect_model__n_estimators': 200, 'effect_model__max_depth': 4, 'effect_model__learning_rate': 0.03, 'effect_model__l2_leaf_reg': 20.0}",0.049875171585449546,0.055253442893476584,0.039696894013277945,0.048275169497401356,0.006450920258734217,28
95,32.16429615020752,1.3449099988036934,0.17370851834615073,0.025400752302339794,150,4,0.02,25.0,300,6,0.060000000000000005,1.0,1.5,150,4,0.01,20.0,"{'propensity_model__n_estimators': 150, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.02, 'propensity_model__l2_leaf_reg': 25.0, 'outcome_model__n_estimators': 300, 'outcome_model__max_depth': 6, 'outcome_model__learning_rate': 0.060000000000000005, 'outcome_model__l2_leaf_reg': 1.0, 'effect_model__random_strength': 1.5, 'effect_model__n_estimators': 150, 'effect_model__max_depth': 4, 'effect_model__learning_rate': 0.01, 'effect_model__l2_leaf_reg': 20.0}",0.047689869874869756,0.05594939592288935,0.04139296878114693,0.048344078192968674,0.005960614295848833,25
96,11.807326714197794,0.27009380497841856,0.15913828214009604,0.056624777788467716,50,3,0.04,30.0,100,7,0.060000000000000005,4.0,1.5,150,5,0.02,10.0,"{'propensity_model__n_estimators': 50, 'propensity_model__max_depth': 3, 'propensity_model__learning_rate': 0.04, 'propensity_model__l2_leaf_reg': 30.0, 'outcome_model__n_estimators': 100, 'outcome_model__max_depth': 7, 'outcome_model__learning_rate': 0.060000000000000005, 'outcome_model__l2_leaf_reg': 4.0, 'effect_model__random_strength': 1.5, 'effect_model__n_estimators': 150, 'effect_model__max_depth': 5, 'effect_model__learning_rate': 0.02, 'effect_model__l2_leaf_reg': 10.0}",0.04647000053125219,0.05135561426729873,0.04757635025647908,0.04846732168501,0.002091678426416687,22
97,39.055078983306885,1.5010235528141918,0.17809144655863443,0.0121027683542904,100,3,0.03,30.0,300,8,0.07,10.0,1.0,150,4,0.02,15.0,"{'propensity_model__n_estimators': 100, 'propensity_model__max_depth': 3, 'propensity_model__learning_rate': 0.03, 'propensity_model__l2_leaf_reg': 30.0, 'outcome_model__n_estimators': 300, 'outcome_model__max_depth': 8, 'outcome_model__learning_rate': 0.07, 'outcome_model__l2_leaf_reg': 10.0, 'effect_model__random_strength': 1.0, 'effect_model__n_estimators': 150, 'effect_model__max_depth': 4, 'effect_model__learning_rate': 0.02, 'effect_model__l2_leaf_reg': 15.0}",0.0506781914893617,0.05417457792374404,0.037236574087011476,0.04736311450003907,0.007301428859118104,40
98,13.14323623975118,2.5927236916420364,0.14631867408752441,0.049016846005933264,50,5,0.02,30.0,100,7,0.060000000000000005,3.0,0.0,200,3,0.05,10.0,"{'propensity_model__n_estimators': 50, 'propensity_model__max_depth': 5, 'propensity_model__learning_rate': 0.02, 'propensity_model__l2_leaf_reg': 30.0, 'outcome_model__n_estimators': 100, 'outcome_model__max_depth': 7, 'outcome_model__learning_rate': 0.060000000000000005, 'outcome_model__l2_leaf_reg': 3.0, 'effect_model__random_strength': 0.0, 'effect_model__n_estimators': 200, 'effect_model__max_depth': 3, 'effect_model__learning_rate': 0.05, 'effect_model__l2_leaf_reg': 10.0}",0.048351722073713216,0.05272601236726797,0.044318220599276495,0.04846531834675256,0.003433406344377026,23
99,6.126007954279582,2.4853909321600574,0.07051682472229004,0.04018890697709572,100,4,0.03,10.0,100,8,0.05,4.0,2.0,50,4,0.01,5.0,"{'propensity_model__n_estimators': 100, 'propensity_model__max_depth': 4, 'propensity_model__learning_rate': 0.03, 'propensity_model__l2_leaf_reg': 10.0, 'outcome_model__n_estimators': 100, 'outcome_model__max_depth': 8, 'outcome_model__learning_rate': 0.05, 'outcome_model__l2_leaf_reg': 4.0, 'effect_model__random_strength': 2.0, 'effect_model__n_estimators': 50, 'effect_model__max_depth': 4, 'effect_model__learning_rate': 0.01, 'effect_model__l2_leaf_reg': 5.0}",0.042630227561694684,0.053968244408658106,0.03648649800902121,0.04436165665979133,0.007241143985890915,87
